cohort_month,order_month,customers
2021-04-01,2023-01-01,3
2021-04-01,2023-02-01,8
2021-04-01,2023-03-01,1
2021-04-01,2023-04-01,1
2021-04-01,2023-05-01,3
2021-04-01,2023-06-01,3
2021-04-01,2023-07-01,2
2021-04-01,2023-08-01,3
2021-04-01,2023-09-01,3
2021-04-01,2023-10-01,6
2021-04-01,2023-11-01,1
2021-04-01,2023-12-01,6
2021-04-01,2024-01-01,3
2021-04-01,2024-02-01,2
2021-04-01,2024-03-01,6
2021-04-01,2024-04-01,5
2021-04-01,2024-05-01,5
2021-04-01,2024-06-01,2
2021-04-01,2024-07-01,3
2021-04-01,2024-08-01,2
2021-04-01,2024-09-01,9
2021-04-01,2024-10-01,4
2021-04-01,2024-11-01,3
2021-04-01,2024-12-01,4
2021-04-01,2025-01-01,3
2021-04-01,2025-02-01,2
2021-04-01,2025-03-01,2
2021-04-01,2025-04-01,6
2021-05-01,2021-05-01,145
2021-05-01,2021-06-01,3
2021-05-01,2021-07-01,2
2021-05-01,2021-08-01,1
2021-05-01,2021-09-01,4
2021-05-01,2021-10-01,2
2021-05-01,2021-11-01,6
2021-05-01,2021-12-01,4
2021-05-01,2022-01-01,4
2021-05-01,2022-02-01,4
2021-05-01,2022-03-01,4
2021-05-01,2022-04-01,6
2021-05-01,2022-05-01,3
2021-05-01,2022-06-01,1
2021-05-01,2022-07-01,4
2021-05-01,2022-08-01,2
2021-05-01,2022-09-01,6
2021-05-01,2022-10-01,2
2021-05-01,2022-11-01,1
2021-05-01,2022-12-01,1
2021-05-01,2023-01-01,4
2021-05-01,2023-02-01,3
2021-05-01,2023-03-01,3
2021-05-01,2023-04-01,3
2021-05-01,2023-05-01,6
2021-05-01,2023-06-01,3
2021-05-01,2023-07-01,6
2021-05-01,2023-08-01,2
2021-05-01,2023-09-01,3
2021-05-01,2023-10-01,1
2021-05-01,2023-11-01,6
2021-05-01,2023-12-01,3
2021-05-01,2024-01-01,3
2021-05-01,2024-02-01,4
2021-05-01,2024-03-01,1
2021-05-01,2024-04-01,3
2021-05-01,2024-05-01,1
2021-05-01,2024-06-01,3
2021-05-01,2024-07-01,6
2021-05-01,2024-08-01,7
2021-05-01,2024-09-01,5
2021-05-01,2024-10-01,1
2021-05-01,2024-11-01,8
2021-05-01,2024-12-01,2
2021-05-01,2025-01-01,3
2021-05-01,2025-02-01,1
2021-05-01,2025-03-01,3
2021-05-01,2025-04-01,4
2021-06-01,2021-06-01,181
2021-06-01,2021-07-01,9
2021-06-01,2021-08-01,4
2021-06-01,2021-09-01,7
2021-06-01,2021-10-01,2
2021-06-01,2021-11-01,9
2021-06-01,2021-12-01,1
2021-06-01,2022-01-01,3
2021-06-01,2022-02-01,1
2021-06-01,2022-03-01,11
2021-06-01,2022-04-01,6
2021-06-01,2022-05-01,5
2021-06-01,2022-06-01,1
2021-06-01,2022-07-01,8
2021-06-01,2022-08-01,1
2021-06-01,2022-09-01,3
2021-06-01,2022-10-01,7
2021-06-01,2022-11-01,3
2021-06-01,2022-12-01,8
2021-06-01,2023-01-01,6
2021-06-01,2023-02-01,2
2021-06-01,2023-03-01,6
2021-06-01,2023-04-01,2
2021-06-01,2023-05-01,6
2021-06-01,2023-06-01,4
2021-06-01,2023-07-01,4
2021-06-01,2023-08-01,6
2021-06-01,2023-09-01,3
2021-06-01,2023-10-01,7
2021-06-01,2023-11-01,7
2021-06-01,2023-12-01,3
2021-06-01,2024-01-01,4
2021-06-01,2024-02-01,1
2021-06-01,2024-03-01,6
2021-06-01,2024-04-01,4
2021-06-01,2024-05-01,6
2021-06-01,2024-06-01,3
2021-06-01,2024-07-01,3
2021-06-01,2024-08-01,4
2021-06-01,2024-09-01,9
2021-06-01,2024-10-01,2
2021-06-01,2024-11-01,7
2021-06-01,2024-12-01,5
2021-06-01,2025-01-01,4
2021-06-01,2025-02-01,7
2021-06-01,2025-03-01,6
2021-06-01,2025-04-01,5
2021-07-01,2021-07-01,126
2021-07-01,2021-08-01,3
2021-07-01,2021-09-01,2
2021-07-01,2021-10-01,4
2021-07-01,2021-11-01,4
2021-07-01,2021-12-01,3
2021-07-01,2022-01-01,5
2021-07-01,2022-03-01,2
2021-07-01,2022-04-01,5
2021-07-01,2022-05-01,4
2021-07-01,2022-06-01,3
2021-07-01,2022-07-01,4
2021-07-01,2022-08-01,2
2021-07-01,2022-09-01,6
2021-07-01,2022-10-01,6
2021-07-01,2022-11-01,5
2021-07-01,2022-12-01,2
2021-07-01,2023-01-01,4
2021-07-01,2023-02-01,2
2021-07-01,2023-03-01,3
2021-07-01,2023-04-01,1
2021-07-01,2023-05-01,3
2021-07-01,2023-06-01,1
2021-07-01,2023-07-01,5
2021-07-01,2023-08-01,2
2021-07-01,2023-09-01,3
2021-07-01,2023-10-01,2
2021-07-01,2023-11-01,2
2021-07-01,2023-12-01,3
2021-07-01,2024-01-01,6
2021-07-01,2024-02-01,5
2021-07-01,2024-03-01,3
2021-07-01,2024-04-01,4
2021-07-01,2024-05-01,8
2021-07-01,2024-06-01,1
2021-07-01,2024-07-01,3
2021-07-01,2024-08-01,1
2021-07-01,2024-09-01,1
2021-07-01,2024-10-01,5
2021-07-01,2024-11-01,5
2021-07-01,2024-12-01,4
2021-07-01,2025-01-01,2
2021-07-01,2025-02-01,1
2021-07-01,2025-03-01,1
2021-07-01,2025-04-01,6
2021-08-01,2021-08-01,143
2021-08-01,2021-09-01,3
2021-08-01,2021-10-01,1
2021-08-01,2021-11-01,7
2021-08-01,2021-12-01,7
2021-08-01,2022-01-01,2
2021-08-01,2022-02-01,3
2021-08-01,2022-03-01,4
2021-08-01,2022-04-01,5
2021-08-01,2022-05-01,8
2021-08-01,2022-06-01,1
2021-08-01,2022-07-01,5
2021-08-01,2022-08-01,7
2021-08-01,2022-09-01,1
2021-08-01,2022-10-01,8
2021-08-01,2022-11-01,5
2021-08-01,2022-12-01,6
2021-08-01,2023-01-01,4
2021-08-01,2023-02-01,2
2021-08-01,2023-03-01,4
2021-08-01,2023-04-01,5
2021-08-01,2023-05-01,3
2021-08-01,2023-06-01,6
2021-08-01,2023-07-01,2
2021-08-01,2023-08-01,3
2021-08-01,2023-09-01,4
2021-08-01,2023-10-01,3
2021-08-01,2023-11-01,7
2021-08-01,2023-12-01,1
2021-08-01,2024-01-01,7
2021-08-01,2024-02-01,5
2021-08-01,2024-03-01,4
2021-08-01,2024-04-01,3
2021-08-01,2024-05-01,2
2021-08-01,2024-06-01,2
2021-08-01,2024-07-01,4
2021-08-01,2024-08-01,3
2021-08-01,2024-09-01,3
2021-08-01,2024-10-01,2
2021-08-01,2024-11-01,2
2021-08-01,2024-12-01,4
2021-08-01,2025-01-01,2
2021-08-01,2025-02-01,5
2021-08-01,2025-03-01,5
2021-08-01,2025-04-01,5
2021-09-01,2021-09-01,149
2021-09-01,2021-10-01,5
2021-09-01,2021-11-01,1
2021-09-01,2021-12-01,2
2021-09-01,2022-01-01,3
2021-09-01,2022-02-01,7
2021-09-01,2022-03-01,10
2021-09-01,2022-04-01,3
2021-09-01,2022-05-01,6
2021-09-01,2022-06-01,4
2021-09-01,2022-08-01,5
2021-09-01,2022-09-01,4
2021-09-01,2022-10-01,6
2021-09-01,2022-11-01,5
2021-09-01,2022-12-01,5
2021-09-01,2023-01-01,4
2021-09-01,2023-02-01,3
2021-09-01,2023-03-01,4
2021-09-01,2023-04-01,3
2021-09-01,2023-05-01,6
2021-09-01,2023-06-01,3
2021-09-01,2023-07-01,7
2021-09-01,2023-08-01,4
2021-09-01,2023-09-01,4
2021-09-01,2023-10-01,2
2021-09-01,2023-11-01,2
2021-09-01,2023-12-01,5
2021-09-01,2024-01-01,8
2021-09-01,2024-02-01,4
2021-09-01,2024-03-01,7
2021-09-01,2024-04-01,3
2021-09-01,2024-05-01,4
2021-09-01,2024-06-01,2
2021-09-01,2024-07-01,4
2021-09-01,2024-08-01,6
2021-09-01,2024-09-01,2
2021-09-01,2024-10-01,5
2021-09-01,2024-11-01,6
2021-09-01,2024-12-01,3
2021-09-01,2025-01-01,4
2021-09-01,2025-02-01,3
2021-09-01,2025-03-01,1
2021-09-01,2025-04-01,3
2021-10-01,2021-10-01,123
2021-10-01,2021-11-01,3
2021-10-01,2021-12-01,4
2021-10-01,2022-01-01,3
2021-10-01,2022-02-01,3
2021-10-01,2022-03-01,3
2021-10-01,2022-04-01,3
2021-10-01,2022-05-01,7
2021-10-01,2022-06-01,5
2021-10-01,2022-07-01,3
2021-10-01,2022-08-01,4
2021-10-01,2022-09-01,4
2021-10-01,2022-10-01,3
2021-10-01,2022-11-01,1
2021-10-01,2022-12-01,6
2021-10-01,2023-01-01,4
2021-10-01,2023-02-01,2
2021-10-01,2023-03-01,2
2021-10-01,2023-04-01,8
2021-10-01,2023-05-01,4
2021-10-01,2023-06-01,2
2021-10-01,2023-07-01,2
2021-10-01,2023-08-01,4
2021-10-01,2023-09-01,4
2021-10-01,2023-10-01,3
2021-10-01,2023-11-01,3
2021-10-01,2023-12-01,4
2021-10-01,2024-01-01,2
2021-10-01,2024-02-01,2
2021-10-01,2024-03-01,3
2021-10-01,2024-04-01,2
2021-10-01,2024-05-01,4
2021-10-01,2024-06-01,3
2021-10-01,2024-07-01,1
2021-10-01,2024-08-01,3
2021-10-01,2024-09-01,3
2021-10-01,2024-10-01,6
2021-10-01,2024-11-01,3
2021-10-01,2024-12-01,2
2021-10-01,2025-01-01,2
2021-10-01,2025-02-01,2
2021-10-01,2025-03-01,4
2021-10-01,2025-04-01,3
2021-11-01,2021-11-01,115
2021-11-01,2021-12-01,5
2021-11-01,2022-01-01,7
2021-11-01,2022-03-01,2
2021-11-01,2022-04-01,5
2021-11-01,2022-05-01,4
2021-11-01,2022-06-01,4
2021-11-01,2022-07-01,3
2021-11-01,2022-09-01,2
2021-11-01,2022-10-01,4
2021-11-01,2022-11-01,5
2021-11-01,2022-12-01,2
2021-11-01,2023-01-01,4
2021-11-01,2023-02-01,3
2021-11-01,2023-03-01,6
2021-11-01,2023-04-01,5
2021-11-01,2023-05-01,4
2021-11-01,2023-06-01,2
2021-11-01,2023-07-01,3
2021-11-01,2023-08-01,3
2021-11-01,2023-09-01,4
2021-11-01,2023-10-01,1
2021-11-01,2023-11-01,2
2021-11-01,2024-01-01,1
2021-11-01,2024-02-01,2
2021-11-01,2024-03-01,3
2021-11-01,2024-04-01,3
2021-11-01,2024-05-01,6
2021-11-01,2024-07-01,2
2021-11-01,2024-08-01,1
2021-11-01,2024-09-01,4
2021-11-01,2024-10-01,6
2021-11-01,2024-11-01,2
2021-11-01,2024-12-01,4
2021-11-01,2025-01-01,5
2021-11-01,2025-02-01,4
2021-11-01,2025-03-01,3
2021-11-01,2025-04-01,2
2021-12-01,2021-12-01,130
2021-12-01,2022-01-01,5
2021-12-01,2022-02-01,2
2021-12-01,2022-03-01,5
2021-12-01,2022-04-01,4
2021-12-01,2022-05-01,2
2021-12-01,2022-06-01,2
2021-12-01,2022-07-01,4
2021-12-01,2022-08-01,5
2021-12-01,2022-09-01,4
2021-12-01,2022-10-01,4
2021-12-01,2022-11-01,1
2021-12-01,2022-12-01,1
2021-12-01,2023-01-01,3
2021-12-01,2023-02-01,4
2021-12-01,2023-03-01,5
2021-12-01,2023-04-01,2
2021-12-01,2023-05-01,2
2021-12-01,2023-06-01,3
2021-12-01,2023-07-01,3
2021-12-01,2023-08-01,5
2021-12-01,2023-09-01,6
2021-12-01,2023-10-01,3
2021-12-01,2023-11-01,3
2021-12-01,2023-12-01,1
2021-12-01,2024-01-01,6
2021-12-01,2024-02-01,3
2021-12-01,2024-04-01,2
2021-12-01,2024-05-01,3
2021-12-01,2024-06-01,2
2021-12-01,2024-07-01,3
2021-12-01,2024-08-01,7
2021-12-01,2024-09-01,2
2021-12-01,2024-11-01,3
2021-12-01,2024-12-01,5
2021-12-01,2025-01-01,3
2021-12-01,2025-02-01,5
2021-12-01,2025-03-01,5
2021-12-01,2025-04-01,6
2022-01-01,2022-01-01,127
2022-01-01,2022-02-01,4
2022-01-01,2022-03-01,5
2022-01-01,2022-04-01,4
2022-01-01,2022-05-01,2
2022-01-01,2022-06-01,3
2022-01-01,2022-07-01,1
2022-01-01,2022-08-01,3
2022-01-01,2022-09-01,1
2022-01-01,2022-10-01,7
2022-01-01,2022-11-01,4
2022-01-01,2022-12-01,1
2022-01-01,2023-01-01,3
2022-01-01,2023-02-01,2
2022-01-01,2023-04-01,2
2022-01-01,2023-05-01,5
2022-01-01,2023-06-01,4
2022-01-01,2023-07-01,3
2022-01-01,2023-08-01,6
2022-01-01,2023-09-01,4
2022-01-01,2023-10-01,2
2022-01-01,2023-11-01,5
2022-01-01,2023-12-01,4
2022-01-01,2024-01-01,3
2022-01-01,2024-03-01,3
2022-01-01,2024-04-01,7
2022-01-01,2024-05-01,2
2022-01-01,2024-06-01,3
2022-01-01,2024-07-01,4
2022-01-01,2024-08-01,2
2022-01-01,2024-09-01,5
2022-01-01,2024-10-01,4
2022-01-01,2024-11-01,1
2022-01-01,2024-12-01,4
2022-01-01,2025-01-01,4
2022-01-01,2025-02-01,2
2022-01-01,2025-03-01,5
2022-01-01,2025-04-01,3
2022-02-01,2022-02-01,119
2022-02-01,2022-03-01,4
2022-02-01,2022-04-01,5
2022-02-01,2022-05-01,4
2022-02-01,2022-06-01,1
2022-02-01,2022-07-01,2
2022-02-01,2022-08-01,3
2022-02-01,2022-09-01,4
2022-02-01,2022-10-01,1
2022-02-01,2022-11-01,3
2022-02-01,2022-12-01,3
2022-02-01,2023-01-01,2
2022-02-01,2023-02-01,5
2022-02-01,2023-03-01,6
2022-02-01,2023-04-01,2
2022-02-01,2023-05-01,3
2022-02-01,2023-06-01,2
2022-02-01,2023-07-01,8
2022-02-01,2023-08-01,7
2022-02-01,2023-09-01,1
2022-02-01,2023-10-01,2
2022-02-01,2023-11-01,3
2022-02-01,2023-12-01,2
2022-02-01,2024-01-01,4
2022-02-01,2024-02-01,5
2022-02-01,2024-03-01,3
2022-02-01,2024-04-01,8
2022-02-01,2024-05-01,2
2022-02-01,2024-06-01,5
2022-02-01,2024-07-01,3
2022-02-01,2024-08-01,2
2022-02-01,2024-09-01,4
2022-02-01,2024-10-01,4
2022-02-01,2024-11-01,2
2022-02-01,2024-12-01,2
2022-02-01,2025-02-01,2
2022-02-01,2025-03-01,4
2022-03-01,2022-03-01,120
2022-03-01,2022-04-01,1
2022-03-01,2022-05-01,1
2022-03-01,2022-06-01,3
2022-03-01,2022-07-01,2
2022-03-01,2022-08-01,4
2022-03-01,2022-09-01,7
2022-03-01,2022-10-01,1
2022-03-01,2022-11-01,2
2022-03-01,2022-12-01,2
2022-03-01,2023-01-01,3
2022-03-01,2023-02-01,3
2022-03-01,2023-03-01,5
2022-03-01,2023-04-01,3
2022-03-01,2023-05-01,5
2022-03-01,2023-06-01,3
2022-03-01,2023-07-01,4
2022-03-01,2023-08-01,3
2022-03-01,2023-09-01,2
2022-03-01,2023-10-01,5
2022-03-01,2023-11-01,5
2022-03-01,2023-12-01,3
2022-03-01,2024-01-01,3
2022-03-01,2024-02-01,4
2022-03-01,2024-03-01,8
2022-03-01,2024-04-01,2
2022-03-01,2024-05-01,5
2022-03-01,2024-06-01,1
2022-03-01,2024-07-01,3
2022-03-01,2024-08-01,2
2022-03-01,2024-09-01,3
2022-03-01,2024-10-01,3
2022-03-01,2024-11-01,4
2022-03-01,2024-12-01,5
2022-03-01,2025-01-01,7
2022-03-01,2025-02-01,4
2022-03-01,2025-03-01,2
2022-03-01,2025-04-01,4
2022-04-01,2022-04-01,110
2022-04-01,2022-05-01,2
2022-04-01,2022-06-01,2
2022-04-01,2022-08-01,1
2022-04-01,2022-09-01,4
2022-04-01,2022-11-01,6
2022-04-01,2022-12-01,2
2022-04-01,2023-01-01,4
2022-04-01,2023-02-01,1
2022-04-01,2023-03-01,2
2022-04-01,2023-04-01,2
2022-04-01,2023-05-01,4
2022-04-01,2023-06-01,4
2022-04-01,2023-07-01,1
2022-04-01,2023-08-01,3
2022-04-01,2023-10-01,2
2022-04-01,2023-11-01,4
2022-04-01,2023-12-01,3
2022-04-01,2024-01-01,3
2022-04-01,2024-03-01,4
2022-04-01,2024-04-01,4
2022-04-01,2024-05-01,1
2022-04-01,2024-06-01,2
2022-04-01,2024-07-01,1
2022-04-01,2024-08-01,4
2022-04-01,2024-09-01,2
2022-04-01,2024-10-01,1
2022-04-01,2024-11-01,3
2022-04-01,2024-12-01,1
2022-04-01,2025-01-01,4
2022-04-01,2025-02-01,4
2022-04-01,2025-03-01,4
2022-04-01,2025-04-01,6
2022-05-01,2022-05-01,120
2022-05-01,2022-06-01,3
2022-05-01,2022-07-01,4
2022-05-01,2022-08-01,3
2022-05-01,2022-09-01,2
2022-05-01,2022-10-01,4
2022-05-01,2022-11-01,3
2022-05-01,2022-12-01,1
2022-05-01,2023-01-01,3
2022-05-01,2023-02-01,2
2022-05-01,2023-03-01,3
2022-05-01,2023-04-01,3
2022-05-01,2023-05-01,2
2022-05-01,2023-06-01,3
2022-05-01,2023-07-01,3
2022-05-01,2023-08-01,2
2022-05-01,2023-09-01,2
2022-05-01,2023-10-01,1
2022-05-01,2023-11-01,1
2022-05-01,2023-12-01,5
2022-05-01,2024-01-01,2
2022-05-01,2024-02-01,2
2022-05-01,2024-03-01,4
2022-05-01,2024-04-01,5
2022-05-01,2024-05-01,6
2022-05-01,2024-07-01,2
2022-05-01,2024-08-01,4
2022-05-01,2024-09-01,3
2022-05-01,2024-10-01,3
2022-05-01,2024-11-01,5
2022-05-01,2024-12-01,5
2022-05-01,2025-01-01,6
2022-05-01,2025-02-01,4
2022-05-01,2025-03-01,1
2022-05-01,2025-04-01,2
2022-06-01,2022-06-01,120
2022-06-01,2022-07-01,2
2022-06-01,2022-09-01,2
2022-06-01,2022-10-01,2
2022-06-01,2022-11-01,3
2022-06-01,2022-12-01,2
2022-06-01,2023-02-01,2
2022-06-01,2023-03-01,1
2022-06-01,2023-04-01,6
2022-06-01,2023-05-01,5
2022-06-01,2023-06-01,5
2022-06-01,2023-07-01,4
2022-06-01,2023-08-01,2
2022-06-01,2023-09-01,4
2022-06-01,2023-10-01,4
2022-06-01,2023-11-01,1
2022-06-01,2023-12-01,3
2022-06-01,2024-01-01,4
2022-06-01,2024-02-01,3
2022-06-01,2024-03-01,4
2022-06-01,2024-04-01,3
2022-06-01,2024-05-01,1
2022-06-01,2024-06-01,4
2022-06-01,2024-07-01,2
2022-06-01,2024-08-01,4
2022-06-01,2024-09-01,4
2022-06-01,2024-10-01,2
2022-06-01,2024-11-01,1
2022-06-01,2024-12-01,4
2022-06-01,2025-01-01,5
2022-06-01,2025-02-01,2
2022-06-01,2025-03-01,1
2022-06-01,2025-04-01,3
2022-07-01,2022-07-01,118
2022-07-01,2022-08-01,4
2022-07-01,2022-09-01,4
2022-07-01,2022-10-01,2
2022-07-01,2022-11-01,4
2022-07-01,2022-12-01,1
2022-07-01,2023-01-01,2
2022-07-01,2023-02-01,5
2022-07-01,2023-03-01,2
2022-07-01,2023-04-01,3
2022-07-01,2023-05-01,3
2022-07-01,2023-06-01,2
2022-07-01,2023-07-01,2
2022-07-01,2023-08-01,3
2022-07-01,2023-09-01,5
2022-07-01,2023-10-01,1
2022-07-01,2023-11-01,3
2022-07-01,2023-12-01,8
2022-07-01,2024-01-01,1
2022-07-01,2024-02-01,3
2022-07-01,2024-03-01,1
2022-07-01,2024-04-01,2
2022-07-01,2024-05-01,3
2022-07-01,2024-06-01,1
2022-07-01,2024-07-01,3
2022-07-01,2024-08-01,4
2022-07-01,2024-09-01,5
2022-07-01,2024-10-01,3
2022-07-01,2024-11-01,4
2022-07-01,2024-12-01,4
2022-07-01,2025-01-01,4
2022-07-01,2025-02-01,3
2022-07-01,2025-03-01,2
2022-07-01,2025-04-01,1
2022-08-01,2022-08-01,111
2022-08-01,2022-09-01,2
2022-08-01,2022-10-01,5
2022-08-01,2022-11-01,6
2022-08-01,2022-12-01,1
2022-08-01,2023-01-01,4
2022-08-01,2023-02-01,6
2022-08-01,2023-03-01,5
2022-08-01,2023-04-01,2
2022-08-01,2023-05-01,2
2022-08-01,2023-06-01,3
2022-08-01,2023-07-01,2
2022-08-01,2023-08-01,4
2022-08-01,2023-09-01,3
2022-08-01,2023-10-01,6
2022-08-01,2023-11-01,6
2022-08-01,2023-12-01,4
2022-08-01,2024-01-01,4
2022-08-01,2024-02-01,5
2022-08-01,2024-03-01,4
2022-08-01,2024-04-01,1
2022-08-01,2024-05-01,3
2022-08-01,2024-06-01,3
2022-08-01,2024-08-01,4
2022-08-01,2024-09-01,1
2022-08-01,2024-10-01,5
2022-08-01,2024-11-01,4
2022-08-01,2024-12-01,3
2022-08-01,2025-01-01,3
2022-08-01,2025-02-01,4
2022-08-01,2025-03-01,1
2022-08-01,2025-04-01,3
2022-09-01,2022-09-01,104
2022-09-01,2022-10-01,1
2022-09-01,2022-11-01,2
2022-09-01,2022-12-01,2
2022-09-01,2023-01-01,4
2022-09-01,2023-02-01,1
2022-09-01,2023-03-01,3
2022-09-01,2023-04-01,1
2022-09-01,2023-05-01,3
2022-09-01,2023-06-01,2
2022-09-01,2023-07-01,3
2022-09-01,2023-08-01,4
2022-09-01,2023-09-01,1
2022-09-01,2023-10-01,2
2022-09-01,2023-11-01,1
2022-09-01,2024-01-01,2
2022-09-01,2024-02-01,2
2022-09-01,2024-03-01,2
2022-09-01,2024-04-01,1
2022-09-01,2024-05-01,3
2022-09-01,2024-06-01,4
2022-09-01,2024-07-01,5
2022-09-01,2024-08-01,2
2022-09-01,2024-09-01,1
2022-09-01,2024-10-01,3
2022-09-01,2024-11-01,1
2022-09-01,2025-01-01,5
2022-09-01,2025-03-01,1
2022-09-01,2025-04-01,2
2022-10-01,2022-10-01,92
2022-10-01,2022-11-01,2
2022-10-01,2023-01-01,1
2022-10-01,2023-02-01,1
2022-10-01,2023-03-01,6
2022-10-01,2023-04-01,5
2022-10-01,2023-05-01,2
2022-10-01,2023-06-01,3
2022-10-01,2023-07-01,2
2022-10-01,2023-08-01,4
2022-10-01,2023-09-01,5
2022-10-01,2023-10-01,4
2022-10-01,2023-11-01,4
2022-10-01,2023-12-01,2
2022-10-01,2024-01-01,5
2022-10-01,2024-02-01,1
2022-10-01,2024-03-01,3
2022-10-01,2024-04-01,2
2022-10-01,2024-05-01,1
2022-10-01,2024-06-01,1
2022-10-01,2024-07-01,2
2022-10-01,2024-08-01,5
2022-10-01,2024-09-01,1
2022-10-01,2024-10-01,2
2022-10-01,2024-11-01,1
2022-10-01,2024-12-01,2
2022-10-01,2025-01-01,2
2022-10-01,2025-02-01,2
2022-10-01,2025-03-01,3
2022-11-01,2022-11-01,99
2022-11-01,2022-12-01,2
2022-11-01,2023-01-01,4
2022-11-01,2023-02-01,2
2022-11-01,2023-03-01,1
2022-11-01,2023-04-01,6
2022-11-01,2023-05-01,3
2022-11-01,2023-06-01,4
2022-11-01,2023-07-01,4
2022-11-01,2023-08-01,4
2022-11-01,2023-09-01,2
2022-11-01,2023-10-01,4
2022-11-01,2023-11-01,2
2022-11-01,2023-12-01,3
2022-11-01,2024-01-01,1
2022-11-01,2024-02-01,4
2022-11-01,2024-03-01,4
2022-11-01,2024-05-01,4
2022-11-01,2024-06-01,5
2022-11-01,2024-07-01,1
2022-11-01,2024-08-01,1
2022-11-01,2024-09-01,2
2022-11-01,2024-10-01,4
2022-11-01,2024-11-01,3
2022-11-01,2024-12-01,5
2022-11-01,2025-01-01,5
2022-11-01,2025-02-01,3
2022-11-01,2025-03-01,4
2022-11-01,2025-04-01,3
2022-12-01,2022-12-01,80
2022-12-01,2023-02-01,3
2022-12-01,2023-03-01,2
2022-12-01,2023-04-01,1
2022-12-01,2023-05-01,2
2022-12-01,2023-06-01,2
2022-12-01,2023-07-01,2
2022-12-01,2023-08-01,1
2022-12-01,2023-09-01,7
2022-12-01,2023-10-01,2
2022-12-01,2023-11-01,3
2022-12-01,2023-12-01,3
2022-12-01,2024-01-01,1
2022-12-01,2024-02-01,1
2022-12-01,2024-04-01,1
2022-12-01,2024-05-01,1
2022-12-01,2024-06-01,3
2022-12-01,2024-07-01,1
2022-12-01,2024-08-01,3
2022-12-01,2024-09-01,1
2022-12-01,2024-10-01,2
2022-12-01,2024-12-01,1
2022-12-01,2025-01-01,2
2022-12-01,2025-02-01,2
2022-12-01,2025-03-01,4
2022-12-01,2025-04-01,3
2023-01-01,2023-01-01,99
2023-01-01,2023-02-01,2
2023-01-01,2023-04-01,2
2023-01-01,2023-05-01,2
2023-01-01,2023-06-01,5
2023-01-01,2023-07-01,5
2023-01-01,2023-08-01,4
2023-01-01,2023-10-01,2
2023-01-01,2023-11-01,4
2023-01-01,2023-12-01,1
2023-01-01,2024-01-01,1
2023-01-01,2024-02-01,1
2023-01-01,2024-03-01,5
2023-01-01,2024-04-01,1
2023-01-01,2024-05-01,4
2023-01-01,2024-07-01,3
2023-01-01,2024-08-01,5
2023-01-01,2024-10-01,6
2023-01-01,2024-11-01,2
2023-01-01,2024-12-01,5
2023-01-01,2025-01-01,3
2023-01-01,2025-02-01,1
2023-01-01,2025-03-01,3
2023-01-01,2025-04-01,2
2023-02-01,2023-02-01,94
2023-02-01,2023-04-01,5
2023-02-01,2023-05-01,5
2023-02-01,2023-06-01,1
2023-02-01,2023-07-01,3
2023-02-01,2023-08-01,5
2023-02-01,2023-09-01,5
2023-02-01,2023-11-01,5
2023-02-01,2024-01-01,1
2023-02-01,2024-02-01,1
2023-02-01,2024-03-01,2
2023-02-01,2024-05-01,2
2023-02-01,2024-06-01,2
2023-02-01,2024-07-01,1
2023-02-01,2024-08-01,1
2023-02-01,2024-09-01,3
2023-02-01,2024-10-01,3
2023-02-01,2024-12-01,1
2023-02-01,2025-01-01,1
2023-02-01,2025-02-01,2
2023-02-01,2025-03-01,4
2023-02-01,2025-04-01,2
2023-03-01,2023-03-01,82
2023-03-01,2023-04-01,1
2023-03-01,2023-05-01,1
2023-03-01,2023-06-01,5
2023-03-01,2023-07-01,1
2023-03-01,2023-08-01,3
2023-03-01,2023-09-01,1
2023-03-01,2023-10-01,4
2023-03-01,2023-11-01,1
2023-03-01,2023-12-01,3
2023-03-01,2024-01-01,3
2023-03-01,2024-02-01,3
2023-03-01,2024-03-01,1
2023-03-01,2024-04-01,1
2023-03-01,2024-05-01,2
2023-03-01,2024-06-01,2
2023-03-01,2024-07-01,1
2023-03-01,2024-08-01,2
2023-03-01,2024-09-01,1
2023-03-01,2024-11-01,2
2023-03-01,2025-01-01,1
2023-03-01,2025-03-01,3
2023-03-01,2025-04-01,3
2023-04-01,2023-04-01,85
2023-04-01,2023-05-01,3
2023-04-01,2023-06-01,2
2023-04-01,2023-07-01,1
2023-04-01,2023-08-01,3
2023-04-01,2023-09-01,2
2023-04-01,2023-10-01,2
2023-04-01,2023-11-01,2
2023-04-01,2023-12-01,2
2023-04-01,2024-01-01,3
2023-04-01,2024-02-01,2
2023-04-01,2024-03-01,3
2023-04-01,2024-06-01,5
2023-04-01,2024-07-01,1
2023-04-01,2024-08-01,2
2023-04-01,2024-10-01,1
2023-04-01,2024-11-01,4
2023-04-01,2024-12-01,5
2023-04-01,2025-01-01,2
2023-04-01,2025-04-01,1
2023-05-01,2023-05-01,83
2023-05-01,2023-06-01,4
2023-05-01,2023-07-01,2
2023-05-01,2023-08-01,2
2023-05-01,2023-09-01,1
2023-05-01,2023-10-01,4
2023-05-01,2023-11-01,3
2023-05-01,2023-12-01,4
2023-05-01,2024-02-01,1
2023-05-01,2024-03-01,3
2023-05-01,2024-04-01,1
2023-05-01,2024-05-01,2
2023-05-01,2024-06-01,3
2023-05-01,2024-07-01,4
2023-05-01,2024-08-01,3
2023-05-01,2024-09-01,1
